,Nom,trajet,steps,type,distance,time,vehicule_type,distance_autocar,duration_autocar
1397,Reims-Strasbourg route 5,Reims;-Strasbourg,"[""Franchet d'Esperey;-Champagne-Ardenne TGV"", 'Champagne-Ardenne TGV;-Strasbourg', 'Strasbourg;-Krimmeri-Meinau']","['TER', 'TGV INOUI', 'TER']","['7.7 km', '302 km', '3.2 km']","[540, 5580, 240]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",2388,488
1398,Reims-Strasbourg route 6,Reims;-Strasbourg,['Champagne-Ardenne TGV;-Strasbourg'],['TGV INOUI'],['302 km'],[5040],['HIGH_SPEED_TRAIN'],10341,1613
1399,Reims-Saint-Étienne route 1,Reims;-Saint-Étienne,"['Champagne-Ardenne TGV;-Charles de Gaulle Airport 2 TGV', 'Charles de Gaulle Airport 2 TGV;-Lyon Part Dieu', 'Lyon Part Dieu;-St-Etienne-Châteaucreux']","['TGV INOUI', 'TGV INOUI', 'TER']","['118 km', '442 km', '59.8 km']","[1800, 7020, 2820]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",7900,1195
1400,Reims-Saint-Étienne route 2,Reims;-Saint-Étienne,"['Champagne-Ardenne TGV;-Charles de Gaulle Airport 2 TGV', 'Charles de Gaulle Airport 2 TGV;-Lyon Part Dieu', 'Lyon Part Dieu;-St-Etienne-Châteaucreux']","['TGV INOUI', 'TGV INOUI', 'TER']","['118 km', '442 km', '59.8 km']","[1800, 7020, 2820]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",7900,1195
1401,Reims-Saint-Étienne route 3,Reims;-Saint-Étienne,"[""Franchet d'Esperey;-Champagne-Ardenne TGV"", 'Champagne-Ardenne TGV;-Charles de Gaulle Airport 2 TGV', 'Charles de Gaulle Airport 2 TGV;-Lyon Part Dieu', 'Lyon Part Dieu;-St-Etienne-Châteaucreux']","['TER', 'TGV INOUI', 'TGV INOUI', 'TER']","['7.7 km', '118 km', '442 km', '59.8 km']","[540, 1800, 7020, 2820]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",3716,640
1402,Reims-Saint-Étienne route 4,Reims;-Saint-Étienne,"[""Reims;-Gare de l'Est"", 'Gare de Lyon;-Lyon Part Dieu', 'Lyon Part Dieu;-St-Etienne-Châteaucreux']","['TGV INOUI', 'TGV INOUI', 'TER']","['146 km', '427 km', '59.8 km']","[2820, 6960, 2940]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",10085,2355
1403,Reims-Saint-Étienne route 5,Reims;-Saint-Étienne,"[""Reims;-Gare de l'Est"", 'Gare de Lyon;-Lyon Part Dieu', 'Lyon Part Dieu;-St-Etienne-Châteaucreux']","['TGV INOUI', 'FR', 'TER']","['146 km', '431 km', '59.8 km']","[2820, 6960, 2940]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL', 'HEAVY_RAIL']",10085,2355
1404,Reims-Saint-Étienne route 6,Reims;-Saint-Étienne,"[""Reims;-Gare de l'Est"", 'Marne-la-Vallée - Chessy;-Lyon Part Dieu', 'Lyon Part Dieu;-St-Etienne-Châteaucreux']","['TGV INOUI', 'TGV INOUI', 'TER']","['146 km', '418 km', '59.8 km']","[2820, 6180, 2940]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",51099,4037
1405,Reims-Toulouse route 1,Reims;-Toulouse,"['Champagne-Ardenne TGV;-Charles de Gaulle Airport 2 TGV', 'Charles de Gaulle Airport 2 TGV;-Valence TGV Rhône-Alpes Sud', 'Valence TGV Rhône-Alpes Sud;-Narbonne', 'Narbonne;-Toulouse Matabiau']","['TGV INOUI', 'TGV INOUI', 'AVE INT', 'TER']","['118 km', '544 km', '309 km', '150 km']","[1800, 9720, 7620, 5940]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL', 'HEAVY_RAIL']",10920,1695
1406,Reims-Toulouse route 2,Reims;-Toulouse,"['Champagne-Ardenne TGV;-Charles de Gaulle Airport 2 TGV', 'Charles de Gaulle Airport 2 TGV;-Valence TGV Rhône-Alpes Sud', 'Valence TGV Rhône-Alpes Sud;-Narbonne', 'Narbonne;-Toulouse Matabiau']","['TGV INOUI', 'TGV INOUI', 'AVE INT', 'TER']","['118 km', '544 km', '309 km', '150 km']","[1800, 9720, 7620, 5940]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL', 'HEAVY_RAIL']",10920,1695
1407,Reims-Toulouse route 3,Reims;-Toulouse,"[""Franchet d'Esperey;-Champagne-Ardenne TGV"", 'Champagne-Ardenne TGV;-Charles de Gaulle Airport 2 TGV', 'Charles de Gaulle Airport 2 TGV;-Valence TGV Rhône-Alpes Sud', 'Valence TGV Rhône-Alpes Sud;-Narbonne', 'Narbonne;-Toulouse Matabiau']","['TER', 'TGV INOUI', 'TGV INOUI', 'AVE INT', 'TER']","['7.7 km', '118 km', '544 km', '309 km', '150 km']","[540, 1800, 9720, 7620, 5940]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL', 'HEAVY_RAIL']",6736,1140
1408,Reims-Toulouse route 4,Reims;-Toulouse,"[""Reims;-Gare de l'Est"", 'Gare Montparnasse;-Toulouse Matabiau', 'Toulouse Matabiau;-Saint-Agne']","['TGV INOUI', 'TGV INOUI', 'TER']","['146 km', '951 km', '3.9 km']","[2820, 16800, 240]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",15547,3358
1409,Reims-Toulouse route 5,Reims;-Toulouse,"[""Reims;-Gare de l'Est"", 'Gare Montparnasse;-Toulouse Matabiau', 'Toulouse Matabiau;-Saint-Agne']","['TGV INOUI', 'TGV INOUI', 'TER']","['146 km', '951 km', '3.9 km']","[2820, 16800, 240]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",15547,3358
1410,Reims-Toulouse route 6,Reims;-Toulouse,"['Champagne-Ardenne TGV;-Bordeaux Saint-Jean', 'Bordeaux Saint-Jean;-Toulouse Matabiau']","['TGV INOUI', 'TGV INOUI']","['738 km', '257 km']","[16740, 8820]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",10920,1695
1411,Rennes-Angers route 1,Rennes;-Angers,[],[],[],[],[],138657,5625
1412,Rennes-Angers route 2,Rennes;-Angers,[],[],[],[],[],138657,5625
1413,Rennes-Angers route 3,Rennes;-Angers,[],[],[],[],[],138657,5625
1414,Rennes-Angers route 4,Rennes;-Angers,[],[],[],[],[],138657,5625
1415,Rennes-Angers route 5,Rennes;-Angers,['Rennes;-Angers Saint-Laud'],['TER28'],['173 km'],[5520],['HEAVY_RAIL'],6591,1262
1416,Rennes-Angers route 6,Rennes;-Angers,['Rennes;-Angers Saint-Laud'],['TER28'],['173 km'],[5520],['HEAVY_RAIL'],6591,1262
1417,Rennes-Auxerre route 1,Rennes;-Auxerre,"['Rennes;-Gare Montparnasse', ""Paris Bercy Bourgogne - Pays d'Auvergne;-Auxerre Saint-Gervais""]","['TGV INOUI', 'TER']","['356 km', '173 km']","[6000, 6180]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",18059,2718
1418,Rennes-Auxerre route 2,Rennes;-Auxerre,"['Rennes;-Gare Montparnasse', ""Paris Bercy Bourgogne - Pays d'Auvergne;-Auxerre Saint-Gervais""]","['TGV INOUI', 'TER']","['356 km', '173 km']","[6000, 6180]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",18059,2718
1419,Rennes-Auxerre route 3,Rennes;-Auxerre,"['Rennes;-Gare Montparnasse', ""Paris Bercy Bourgogne - Pays d'Auvergne;-Sens"", 'Sens;-Auxerre Saint-Gervais']","['OUIGO', 'TER', 'TER']","['356 km', '110 km', '61.7 km']","[5640, 3300, 2880]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL', 'HEAVY_RAIL']",18059,2718
1420,Rennes-Auxerre route 4,Rennes;-Auxerre,"['Rennes;-Gare Montparnasse', ""Paris Bercy Bourgogne - Pays d'Auvergne;-Sens"", 'Sens;-Auxerre Saint-Gervais']","['OUIGO', 'TER', 'TER']","['356 km', '110 km', '61.7 km']","[5640, 3300, 2880]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL', 'HEAVY_RAIL']",18059,2718
1421,Rennes-Auxerre route 5,Rennes;-Auxerre,"['Rennes;-Gare Montparnasse', ""Paris Bercy Bourgogne - Pays d'Auvergne;-Auxerre Saint-Gervais""]","['TGV INOUI', 'TER']","['356 km', '173 km']","[5460, 6780]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",18059,2718
1422,Rennes-Auxerre route 6,Rennes;-Auxerre,"['Rennes;-Gare Montparnasse', ""Paris Bercy Bourgogne - Pays d'Auvergne;-Laroche Migennes"", 'Laroche Migennes;-Auxerre Saint-Gervais']","['TGV INOUI', 'TER', 'TER']","['356 km', '152 km', '19.4 km']","[6000, 5400, 1020]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL', 'HEAVY_RAIL']",18059,2718
1423,Rennes-Brest route 1,Rennes;-Brest,['Rennes;-Brest Train Station'],['TGV INOUI'],['249 km'],[8160],['HIGH_SPEED_TRAIN'],8482,1213
1424,Rennes-Brest route 2,Rennes;-Brest,['Rennes;-Brest Train Station'],['TGV INOUI'],['249 km'],[8160],['HIGH_SPEED_TRAIN'],8482,1213
1425,Rennes-Brest route 3,Rennes;-Brest,['Rennes;-Brest Train Station'],['TGV INOUI'],['249 km'],[8160],['HIGH_SPEED_TRAIN'],8482,1213
1426,Rennes-Brest route 4,Rennes;-Brest,['Rennes;-Brest Train Station'],['TGV INOUI'],['249 km'],[8160],['HIGH_SPEED_TRAIN'],8482,1213
1427,Rennes-Brest route 5,Rennes;-Brest,['Rennes;-Brest Train Station'],['TGV INOUI'],['249 km'],[8160],['HIGH_SPEED_TRAIN'],8482,1213
1428,Rennes-Brest route 6,Rennes;-Brest,['Rennes;-Brest Train Station'],['TER'],['249 km'],[8220],['HEAVY_RAIL'],8482,1213
1429,Rennes-Le Havre route 1,Rennes;-Le Havre,['Rennes;-Gare Montparnasse'],['TGV INOUI'],['356 km'],[6000],['HIGH_SPEED_TRAIN'],201770,8496
1430,Rennes-Le Havre route 2,Rennes;-Le Havre,['Rennes;-Gare Montparnasse'],['TGV INOUI'],['356 km'],[6000],['HIGH_SPEED_TRAIN'],201770,8496
1431,Rennes-Le Havre route 3,Rennes;-Le Havre,['Rennes;-Gare Montparnasse'],['TGV INOUI'],['356 km'],[6000],['HIGH_SPEED_TRAIN'],201770,8496
1432,Rennes-Le Havre route 4,Rennes;-Le Havre,['Rennes;-Gare Montparnasse'],['TGV INOUI'],['356 km'],[6000],['HIGH_SPEED_TRAIN'],201770,8496
1433,Rennes-Le Havre route 5,Rennes;-Le Havre,['Rennes;-Gare Montparnasse'],['TGV INOUI'],['356 km'],[5340],['HIGH_SPEED_TRAIN'],201770,8496
1434,Rennes-Le Havre route 6,Rennes;-Le Havre,"['Rennes;-Gare Montparnasse', 'Saint-Lazare;-Le Havre']","['TGV INOUI', 'TER']","['356 km', '227 km']","[5460, 7860]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",14492,2747
1435,Rennes-Lens route 1,Rennes;-Lens,"['Rennes;-Lille Europe', 'Lille Flandres;-Lens']","['TGV INOUI', 'TER']","['638 km', '38.7 km']","[13740, 2400]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",6871,1379
1436,Rennes-Lens route 2,Rennes;-Lens,"['Rennes;-Lille Europe', 'Lille Flandres;-Lens']","['TGV INOUI', 'TER']","['638 km', '38.7 km']","[13740, 2400]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",6871,1379
1437,Rennes-Lens route 3,Rennes;-Lens,"['Rennes;-Gare Montparnasse', 'Gare du Nord;-Lille Flandres', 'Lille Flandres;-Lens']","['TGV INOUI', 'TGV INOUI', 'TER']","['356 km', '225 km', '38.7 km']","[5460, 3780, 2400]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",14717,3268
1438,Rennes-Lens route 4,Rennes;-Lens,"['Rennes;-Gare Montparnasse', 'Gare du Nord;-Lens']","['TGV INOUI', 'TGV INOUI']","['356 km', '199 km']","[5460, 4260]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",14717,3268
1439,Rennes-Lens route 5,Rennes;-Lens,"['Rennes;-Gare Montparnasse', 'Gare du Nord;-Lens']","['TGV INOUI', 'TGV INOUI']","['356 km', '199 km']","[5460, 4260]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",14717,3268
1440,Rennes-Lens route 6,Rennes;-Lens,"['Rennes;-Gare Montparnasse', 'Gare du Nord;-Arras', 'Arras;-Lens']","['TGV INOUI', 'TGV INOUI', 'TER']","['356 km', '179 km', '19.1 km']","[5280, 2940, 960]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",14717,3268
1441,Rennes-Lille route 1,Rennes;-Lille,['Rennes;-Lille Europe'],['TGV INOUI'],['638 km'],[13740],['HIGH_SPEED_TRAIN'],16282,1565
1442,Rennes-Lille route 2,Rennes;-Lille,['Rennes;-Lille Europe'],['TGV INOUI'],['638 km'],[13740],['HIGH_SPEED_TRAIN'],16282,1565
1443,Rennes-Lille route 3,Rennes;-Lille,['Rennes;-Lille Europe'],['TGV INOUI'],['638 km'],[13740],['HIGH_SPEED_TRAIN'],16282,1565
1444,Rennes-Lille route 4,Rennes;-Lille,"['Rennes;-Gare Montparnasse', 'Gare du Nord;-Lille Flandres']","['TGV INOUI', 'TGV INOUI']","['356 km', '225 km']","[5460, 3780]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",26538,3931
1445,Rennes-Lille route 5,Rennes;-Lille,"['Rennes;-Gare Montparnasse', 'Gare du Nord;-Lille Flandres']","['TGV INOUI', 'TGV INOUI']","['356 km', '225 km']","[6000, 3900]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",26538,3931
1446,Rennes-Lille route 6,Rennes;-Lille,"['Rennes;-Gare Montparnasse', 'Gare du Nord;-Lille Europe']","['TGV INOUI', 'TGV INOUI']","['356 km', '233 km']","[5280, 4620]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",25342,3832
1447,Rennes-Lyon route 1,Rennes;-Lyon,"['Rennes;-Gare Montparnasse', 'Gare de Lyon;-Lyon Part Dieu']","['TGV INOUI', 'TGV INOUI']","['356 km', '427 km']","[6000, 7320]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",29789,3863
1448,Rennes-Lyon route 2,Rennes;-Lyon,"['Rennes;-Gare Montparnasse', 'Gare de Lyon;-Lyon Part Dieu']","['TGV INOUI', 'TGV INOUI']","['356 km', '427 km']","[6000, 7320]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",29789,3863
1449,Rennes-Lyon route 3,Rennes;-Lyon,['Rennes;-Lyon Part Dieu'],['TGV INOUI'],['782 km'],[14340],['HIGH_SPEED_TRAIN'],23175,2263
1450,Rennes-Lyon route 4,Rennes;-Lyon,['Rennes;-Lyon Part Dieu'],['TGV INOUI'],['782 km'],[14340],['HIGH_SPEED_TRAIN'],23175,2263
1451,Rennes-Lyon route 5,Rennes;-Lyon,"['Rennes;-Gare Montparnasse', 'Gare de Lyon;-Lyon Part Dieu']","['TGV INOUI', 'FR']","['356 km', '431 km']","[5340, 6960]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",29789,3863
1452,Rennes-Lyon route 6,Rennes;-Lyon,"['Rennes;-Gare Montparnasse', 'Gare de Lyon;-Lyon Part Dieu']","['TGV INOUI', 'TGV INOUI']","['356 km', '427 km']","[5460, 7680]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",29789,3863
1453,Rennes-Marseille route 1,Rennes;-Marseille,"['Rennes;-Gare Montparnasse', 'Gare de Lyon;-Marseille Saint-Charles']","['TGV INOUI', 'TGV INOUI']","['356 km', '747 km']","[6000, 11040]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",18576,3146
1454,Rennes-Marseille route 2,Rennes;-Marseille,"['Rennes;-Gare Montparnasse', 'Gare de Lyon;-Marseille Saint-Charles']","['TGV INOUI', 'TGV INOUI']","['356 km', '747 km']","[6000, 11040]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",18576,3146
1455,Rennes-Marseille route 3,Rennes;-Marseille,"['Rennes;-Lyon Part Dieu', 'Lyon Part Dieu;-Marseille Saint-Charles']","['TGV INOUI', 'TGV INOUI']","['782 km', '320 km']","[14340, 6180]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",11962,1546
1456,Rennes-Marseille route 4,Rennes;-Marseille,"['Rennes;-Lyon Part Dieu', 'Lyon Part Dieu;-Marseille Saint-Charles']","['TGV INOUI', 'TGV INOUI']","['782 km', '320 km']","[14340, 6180]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",11962,1546
1457,Rennes-Marseille route 5,Rennes;-Marseille,"['Rennes;-Gare Montparnasse', 'Gare de Lyon;-Marseille Saint-Charles']","['TGV INOUI', 'TGV INOUI']","['356 km', '747 km']","[5460, 11940]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",18576,3146
1458,Rennes-Marseille route 6,Rennes;-Marseille,"['Rennes;-Gare Montparnasse', 'Gare de Lyon;-Marseille Saint-Charles']","['TGV INOUI', 'TGV INOUI']","['356 km', '747 km']","[5280, 11940]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",18576,3146
1459,Rennes-Monaco route 1,Rennes;-Monaco,"['Rennes;-Gare Montparnasse', 'Gare de Lyon;-Nice-Ville', 'Nice-Ville;-Monaco-Monte-Carlo station']","['TGV INOUI', 'TGV INOUI', 'TER']","['356 km', '971 km', '16.0 km']","[6000, 21180, 1440]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",12127,2516
1460,Rennes-Monaco route 2,Rennes;-Monaco,"['Rennes;-Gare Montparnasse', 'Gare de Lyon;-Nice-Ville', 'Nice-Ville;-Monaco-Monte-Carlo station']","['TGV INOUI', 'TGV INOUI', 'TER']","['356 km', '971 km', '16.0 km']","[6000, 21180, 1440]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",12127,2516
1461,Rennes-Monaco route 3,Rennes;-Monaco,"['Rennes;-Gare Montparnasse', 'Gare de Lyon;-Nice-Ville', 'Nice-Ville;-Monaco-Monte-Carlo station']","['TGV INOUI', 'TGV INOUI', 'TER']","['356 km', '969 km', '16.0 km']","[5340, 20460, 1380]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",12127,2516
1462,Rennes-Monaco route 4,Rennes;-Monaco,"['Rennes;-Gare Montparnasse', 'Gare de Lyon;-Cannes', 'Cannes;-Monaco-Monte-Carlo station']","['TGV INOUI', 'TGV INOUI', 'TER']","['356 km', '938 km', '46.9 km']","[5340, 18300, 3660]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",12127,2516
1463,Rennes-Monaco route 5,Rennes;-Monaco,"['Rennes;-Gare Montparnasse', 'Gare de Lyon;-Nice-Ville', 'Nice-Ville;-Monaco-Monte-Carlo station']","['TGV INOUI', 'OUIGO', 'TER']","['356 km', '969 km', '16.0 km']","[5460, 21420, 1380]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",12127,2516
1464,Rennes-Monaco route 6,Rennes;-Monaco,"['Rennes;-Lyon Part Dieu', 'Lyon Part Dieu;-Marseille Saint-Charles', 'Marseille Saint-Charles;-Nice Saint-Augustin']","['TGV INOUI', 'TGV INOUI', 'TER']","['782 km', '320 km', '218 km']","[14340, 6180, 9240]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",31456,2730
1465,Rennes-Montpellier route 1,Rennes;-Montpellier,"['Rennes;-Gare Montparnasse', 'Gare de Lyon;-Montpellier Saint-Roch']","['TGV INOUI', 'TGV INOUI']","['356 km', '736 km']","[6000, 12540]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",18192,3476
1466,Rennes-Montpellier route 2,Rennes;-Montpellier,"['Rennes;-Gare Montparnasse', 'Gare de Lyon;-Montpellier Saint-Roch']","['TGV INOUI', 'TGV INOUI']","['356 km', '736 km']","[6000, 12540]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",18192,3476
1467,Rennes-Montpellier route 3,Rennes;-Montpellier,"['Rennes;-Gare Montparnasse', 'Gare de Lyon;-Montpellier Saint-Roch']","['TGV INOUI', 'TGV INOUI']","['356 km', '736 km']","[6000, 12540]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",18192,3476
1468,Rennes-Montpellier route 4,Rennes;-Montpellier,"['Rennes;-Gare Montparnasse', 'Gare de Lyon;-Montpellier Saint-Roch']","['TGV INOUI', 'TGV INOUI']","['356 km', '736 km']","[6000, 12540]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",18192,3476
1469,Rennes-Montpellier route 5,Rennes;-Montpellier,"['Rennes;-Lyon Part Dieu', 'Lyon Part Dieu;-Montpellier Saint-Roch']","['TGV INOUI', 'TGV INOUI']","['782 km', '314 km']","[14340, 6900]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",11578,1876
1470,Rennes-Montpellier route 6,Rennes;-Montpellier,"['Rennes;-Lyon Part Dieu', 'Lyon Part Dieu;-Montpellier Saint-Roch']","['TGV INOUI', 'TGV INOUI']","['782 km', '314 km']","[14340, 6900]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",11578,1876
1471,Rennes-Nantes route 1,Rennes;-Nantes,[],[],[],[],[],108163,4113
1472,Rennes-Nantes route 2,Rennes;-Nantes,[],[],[],[],[],108163,4113
1473,Rennes-Nantes route 3,Rennes;-Nantes,[],[],[],[],[],108163,4113
1474,Rennes-Nantes route 4,Rennes;-Nantes,['Rennes;-Nantes'],['TER02'],['149 km'],[4620],['HEAVY_RAIL'],9148,1460
1475,Rennes-Nantes route 5,Rennes;-Nantes,[],[],[],[],[],108163,4113
1476,Rennes-Nantes route 6,Rennes;-Nantes,['Rennes;-Nantes'],['TER02'],['149 km'],[4620],['HEAVY_RAIL'],9148,1460
1477,Rennes-Nice route 1,Rennes;-Nice,"['Rennes;-Gare Montparnasse', 'Gare de Lyon;-Cannes', 'Cannes;-Nice Saint-Augustin']","['TGV INOUI', 'TGV INOUI', 'TER']","['356 km', '940 km', '25.1 km']","[6000, 19020, 1680]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",17476,3038
1478,Rennes-Nice route 2,Rennes;-Nice,"['Rennes;-Gare Montparnasse', 'Gare de Lyon;-Nice-Ville']","['TGV INOUI', 'TGV INOUI']","['356 km', '971 km']","[6000, 21180]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",21891,3234
1479,Rennes-Nice route 3,Rennes;-Nice,"['Rennes;-Gare Montparnasse', 'Gare de Lyon;-Cannes', 'Cannes;-Nice Saint-Augustin']","['TGV INOUI', 'TGV INOUI', 'TER']","['356 km', '940 km', '25.1 km']","[6000, 19020, 1680]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",17476,3038
1480,Rennes-Nice route 4,Rennes;-Nice,"['Rennes;-Gare Montparnasse', 'Gare de Lyon;-Nice-Ville']","['TGV INOUI', 'TGV INOUI']","['356 km', '971 km']","[6000, 21180]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",21891,3234
1481,Rennes-Nice route 5,Rennes;-Nice,"['Rennes;-Lyon Part Dieu', 'Lyon Part Dieu;-Marseille Saint-Charles', 'Marseille Saint-Charles;-Nice Saint-Augustin']","['TGV INOUI', 'TGV INOUI', 'TER']","['782 km', '320 km', '218 km']","[14340, 6180, 9240]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",10862,1438
1482,Rennes-Nice route 6,Rennes;-Nice,"['Rennes;-Gare Montparnasse', 'Gare de Lyon;-Cannes', 'Cannes;-Nice Saint-Augustin']","['TGV INOUI', 'TGV INOUI', 'TER']","['356 km', '938 km', '25.1 km']","[5340, 18300, 1800]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",17476,3038
1483,Rennes-Paris Saint-Germain route 1,Rennes;-Paris Saint-Germain,['Rennes;-Gare Montparnasse'],['TGV INOUI'],['356 km'],[6000],['HIGH_SPEED_TRAIN'],10758,1593
1484,Rennes-Paris Saint-Germain route 2,Rennes;-Paris Saint-Germain,['Rennes;-Gare Montparnasse'],['TGV INOUI'],['356 km'],[6000],['HIGH_SPEED_TRAIN'],10758,1593
1485,Rennes-Paris Saint-Germain route 3,Rennes;-Paris Saint-Germain,['Rennes;-Gare Montparnasse'],['TGV INOUI'],['356 km'],[6000],['HIGH_SPEED_TRAIN'],10758,1593
1486,Rennes-Paris Saint-Germain route 4,Rennes;-Paris Saint-Germain,['Rennes;-Gare Montparnasse'],['TGV INOUI'],['356 km'],[6000],['HIGH_SPEED_TRAIN'],10758,1593
1487,Rennes-Paris Saint-Germain route 5,Rennes;-Paris Saint-Germain,['Rennes;-Gare Montparnasse'],['TGV INOUI'],['356 km'],[5340],['HIGH_SPEED_TRAIN'],10758,1593
1488,Rennes-Paris Saint-Germain route 6,Rennes;-Paris Saint-Germain,['Rennes;-Gare Montparnasse'],['OUIGO'],['356 km'],[5640],['HIGH_SPEED_TRAIN'],10758,1593
1489,Rennes-Reims route 1,Rennes;-Reims,"['Rennes;-Gare Montparnasse', ""Gare de l'Est;-Champagne-Ardenne TGV""]","['TGV INOUI', 'TGV INOUI']","['356 km', '136 km']","[6000, 2400]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",17688,3548
1490,Rennes-Reims route 2,Rennes;-Reims,"['Rennes;-Gare Montparnasse', ""Gare de l'Est;-Champagne-Ardenne TGV""]","['TGV INOUI', 'TGV INOUI']","['356 km', '136 km']","[6000, 2400]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",17688,3548
1491,Rennes-Reims route 3,Rennes;-Reims,"['Rennes;-Charles de Gaulle Airport 2 TGV', 'Charles de Gaulle Airport 2 TGV;-Champagne-Ardenne TGV']","['TGV INOUI', 'TGV INOUI']","['435 km', '138 km']","[9660, 3180]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",9357,1449
1492,Rennes-Reims route 4,Rennes;-Reims,"['Rennes;-Charles de Gaulle Airport 2 TGV', 'Charles de Gaulle Airport 2 TGV;-Champagne-Ardenne TGV', ""Champagne-Ardenne TGV;-Franchet d'Esperey""]","['TGV INOUI', 'TGV INOUI', 'TER']","['435 km', '138 km', '7.7 km']","[9660, 3180, 420]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",5225,905
