,Nom,trajet,steps,type,distance,time,vehicule_type
1677,Saint-Étienne-Nice route 1,Saint-Étienne;-Nice,"['St-Etienne-Châteaucreux;-Lyon Part Dieu', 'Lyon Saint-Exupéry TGV;-Toulon', 'Toulon;-Cannes', 'Cannes;-Nice Saint-Augustin']","['TER', 'OUIGO', 'TGV INOUI', 'TER']","['59.8 km', '373 km', '126 km', '25.1 km']","[2880, 7620, 4320, 1680]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
1678,Saint-Étienne-Nice route 2,Saint-Étienne;-Nice,"['St-Etienne-Châteaucreux;-Lyon Part Dieu', 'Lyon Part Dieu;-Toulon', 'Toulon;-Nice Saint-Augustin']","['TER', 'TGV INOUI', 'TER']","['59.8 km', '387 km', '151 km']","[2820, 9660, 6300]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
1679,Saint-Étienne-Nice route 3,Saint-Étienne;-Nice,"['St-Etienne-Châteaucreux;-Lyon Part Dieu', 'Lyon Part Dieu;-Marseille Saint-Charles']","['TER', 'TGV INOUI']","['59.8 km', '325 km']","[2880, 6960]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN']"
1680,Saint-Étienne-Nice route 4,Saint-Étienne;-Nice,"['St-Etienne-Châteaucreux;-Lyon Part Dieu', 'Lyon Part Dieu;-Marseille Saint-Charles', 'Marseille Saint-Charles;-Nice Saint-Augustin']","['TER', 'OUIGO', 'TER']","['59.8 km', '320 km', '218 km']","[2820, 6000, 9240]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
1681,Saint-Étienne-Nice route 5,Saint-Étienne;-Nice,['St-Etienne-Châteaucreux;-Lyon-Perrache'],['TER'],['56.6 km'],[3420],['HEAVY_RAIL']
1682,Saint-Étienne-Nice route 6,Saint-Étienne;-Nice,['Saint-Étienne Carnot;-Lyon-Perrache'],['TER'],['57.9 km'],[3720],['HEAVY_RAIL']
1683,Saint-Étienne-Paris Saint-Germain route 1,Saint-Étienne;-Paris Saint-Germain,['St-Etienne-Châteaucreux;-Gare de Lyon'],['TGV INOUI'],['487 km'],[10140],['HIGH_SPEED_TRAIN']
1684,Saint-Étienne-Paris Saint-Germain route 2,Saint-Étienne;-Paris Saint-Germain,['St-Etienne-Châteaucreux;-Gare de Lyon'],['TGV INOUI'],['487 km'],[10140],['HIGH_SPEED_TRAIN']
1685,Saint-Étienne-Paris Saint-Germain route 3,Saint-Étienne;-Paris Saint-Germain,"['Saint-Étienne La Terrasse;-St-Etienne-Châteaucreux', 'St-Etienne-Châteaucreux;-Gare de Lyon']","['TER', 'TGV INOUI']","['3.0 km', '487 km']","[240, 10140]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN']"
1686,Saint-Étienne-Paris Saint-Germain route 4,Saint-Étienne;-Paris Saint-Germain,['St-Etienne-Châteaucreux;-Gare de Lyon'],['TGV INOUI'],['487 km'],[10140],['HIGH_SPEED_TRAIN']
1687,Saint-Étienne-Paris Saint-Germain route 5,Saint-Étienne;-Paris Saint-Germain,"['Saint-Étienne La Terrasse;-St-Etienne-Châteaucreux', 'St-Etienne-Châteaucreux;-Gare de Lyon']","['TER', 'TGV INOUI']","['3.0 km', '487 km']","[240, 10140]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN']"
1688,Saint-Étienne-Paris Saint-Germain route 6,Saint-Étienne;-Paris Saint-Germain,"['Saint-Étienne La Terrasse;-St-Etienne-Châteaucreux', 'St-Etienne-Châteaucreux;-Gare de Lyon']","['TER', 'TGV INOUI']","['3.0 km', '487 km']","[240, 10140]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN']"
1689,Saint-Étienne-Reims route 1,Saint-Étienne;-Reims,"['St-Etienne-Châteaucreux;-Gare de Lyon', ""Gare de l'Est;-Reims"", ""Reims;-Franchet d'Esperey""]","['TGV INOUI', 'TGV INOUI', 'TER']","['487 km', '146 km', '2.2 km']","[10140, 2760, 180]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
1690,Saint-Étienne-Reims route 2,Saint-Étienne;-Reims,"['Saint-Étienne La Terrasse;-St-Etienne-Châteaucreux', 'St-Etienne-Châteaucreux;-Gare de Lyon', ""Gare de l'Est;-Reims"", ""Reims;-Franchet d'Esperey""]","['TER', 'TGV INOUI', 'TGV INOUI', 'TER']","['3.0 km', '487 km', '146 km', '2.2 km']","[240, 10140, 2760, 180]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
1691,Saint-Étienne-Reims route 3,Saint-Étienne;-Reims,"['St-Etienne-Châteaucreux;-Gare de Lyon', ""Gare de l'Est;-Reims""]","['TGV INOUI', 'TGV INOUI']","['487 km', '146 km']","[10140, 2760]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
1692,Saint-Étienne-Reims route 4,Saint-Étienne;-Reims,"['Saint-Étienne La Terrasse;-St-Etienne-Châteaucreux', 'St-Etienne-Châteaucreux;-Gare de Lyon', ""Gare de l'Est;-Reims""]","['TER', 'TGV INOUI', 'TGV INOUI']","['3.0 km', '487 km', '146 km']","[240, 10140, 2760]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
1693,Saint-Étienne-Reims route 5,Saint-Étienne;-Reims,"['St-Etienne-Châteaucreux;-Lyon Part Dieu', 'Lyon Part Dieu;-Charles de Gaulle Airport 2 TGV', 'Charles de Gaulle Airport 2 TGV;-Champagne-Ardenne TGV', ""Champagne-Ardenne TGV;-Franchet d'Esperey""]","['TER', 'TGV INOUI', 'TGV INOUI', 'TER']","['59.8 km', '442 km', '116 km', '7.7 km']","[2820, 7200, 1800, 420]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
1694,Saint-Étienne-Reims route 6,Saint-Étienne;-Reims,"['St-Etienne-Châteaucreux;-Lyon Part Dieu', 'Lyon Part Dieu;-Gare de Lyon', ""Gare de l'Est;-Reims""]","['TER', 'TGV INOUI', 'TGV INOUI']","['59.8 km', '427 km', '146 km']","[2760, 6960, 2760]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
1695,Saint-Étienne-Rennes route 1,Saint-Étienne;-Rennes,"['St-Etienne-Châteaucreux;-Lyon Part Dieu', 'Lyon Part Dieu;-Gare de Lyon', 'Gare Montparnasse;-Rennes']","['TER', 'TGV INOUI', 'TGV INOUI']","['59.8 km', '427 km', '356 km']","[2820, 7440, 5280]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
1696,Saint-Étienne-Rennes route 2,Saint-Étienne;-Rennes,"['St-Etienne-Châteaucreux;-Lyon Part Dieu', 'Lyon Part Dieu;-Gare de Lyon', 'Gare Montparnasse;-Rennes']","['TER', 'TGV INOUI', 'TGV INOUI']","['59.8 km', '427 km', '356 km']","[2820, 7440, 5280]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
1697,Saint-Étienne-Rennes route 3,Saint-Étienne;-Rennes,"['St-Etienne-Châteaucreux;-Lyon Part Dieu', 'Lyon Part Dieu;-Gare de Lyon', 'Gare Montparnasse;-Rennes']","['TER', 'TGV INOUI', 'TGV INOUI']","['59.8 km', '427 km', '356 km']","[2760, 6960, 5100]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
1698,Saint-Étienne-Rennes route 4,Saint-Étienne;-Rennes,"['St-Etienne-Châteaucreux;-Lyon Part Dieu', 'Lyon Part Dieu;-Gare de Lyon', 'Gare Montparnasse;-Rennes']","['TER', 'TGV INOUI', 'TGV INOUI']","['59.8 km', '427 km', '356 km']","[2760, 6960, 5100]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
1699,Saint-Étienne-Rennes route 5,Saint-Étienne;-Rennes,"['St-Etienne-Châteaucreux;-Lyon Part Dieu', 'Lyon Part Dieu;-Rennes']","['TER', 'TGV INOUI']","['59.8 km', '782 km']","[2820, 14400]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN']"
1700,Saint-Étienne-Rennes route 6,Saint-Étienne;-Rennes,"['St-Etienne-Châteaucreux;-Lyon Part Dieu', 'Lyon Part Dieu;-Rennes']","['TER', 'TGV INOUI']","['59.8 km', '782 km']","[2820, 14400]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN']"
1701,Saint-Étienne-Strasbourg route 1,Saint-Étienne;-Strasbourg,"['St-Etienne-Châteaucreux;-Gare de Lyon', ""Gare de l'Est;-Strasbourg"", 'Strasbourg;-Krimmeri-Meinau']","['TGV INOUI', 'ICE', 'TER']","['487 km', '438 km', '3.2 km']","[10140, 6360, 240]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
1702,Saint-Étienne-Strasbourg route 2,Saint-Étienne;-Strasbourg,"['Saint-Étienne La Terrasse;-St-Etienne-Châteaucreux', 'St-Etienne-Châteaucreux;-Gare de Lyon', ""Gare de l'Est;-Strasbourg"", 'Strasbourg;-Krimmeri-Meinau']","['TER', 'TGV INOUI', 'ICE', 'TER']","['3.0 km', '487 km', '438 km', '3.2 km']","[240, 10140, 6360, 240]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
1703,Saint-Étienne-Strasbourg route 3,Saint-Étienne;-Strasbourg,"['St-Etienne-Châteaucreux;-Gare de Lyon', ""Gare de l'Est;-Strasbourg""]","['TGV INOUI', 'ICE']","['487 km', '438 km']","[10140, 6360]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
1704,Saint-Étienne-Strasbourg route 4,Saint-Étienne;-Strasbourg,"['St-Etienne-Châteaucreux;-Gare de Lyon', ""Gare de l'Est;-Strasbourg""]","['TGV INOUI', 'ICE']","['487 km', '438 km']","[10140, 6360]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
1705,Saint-Étienne-Strasbourg route 5,Saint-Étienne;-Strasbourg,"['Saint-Étienne La Terrasse;-St-Etienne-Châteaucreux', 'St-Etienne-Châteaucreux;-Gare de Lyon', ""Gare de l'Est;-Strasbourg""]","['TER', 'TGV INOUI', 'ICE']","['3.0 km', '487 km', '438 km']","[240, 10140, 6360]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
1706,Saint-Étienne-Strasbourg route 6,Saint-Étienne;-Strasbourg,"['St-Etienne-Châteaucreux;-Lyon Part Dieu', 'Lyon Part Dieu;-Strasbourg', 'Strasbourg;-Krimmeri-Meinau']","['TER', 'TGV INOUI', 'TER']","['59.8 km', '505 km', '3.2 km']","[2820, 15000, 240]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
1707,Saint-Étienne-Toulouse route 1,Saint-Étienne;-Toulouse,"['St-Etienne-Châteaucreux;-Lyon Part Dieu', 'Lyon Part Dieu;-Toulouse Matabiau']","['TER', 'TGV INOUI']","['59.8 km', '561 km']","[2880, 15060]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN']"
1708,Saint-Étienne-Toulouse route 2,Saint-Étienne;-Toulouse,"['St-Etienne-Châteaucreux;-Lyon Part Dieu', 'Lyon Part Dieu;-Narbonne', 'Narbonne;-Toulouse Matabiau']","['TER', 'AVE INT', 'TER']","['59.8 km', '411 km', '150 km']","[2820, 9780, 5940]","['HEAVY_RAIL', 'HEAVY_RAIL', 'HEAVY_RAIL']"
1709,Saint-Étienne-Toulouse route 3,Saint-Étienne;-Toulouse,"['St-Etienne-Châteaucreux;-Lyon Part Dieu', 'Lyon Part Dieu;-Montpellier Saint-Roch', 'Montpellier Saint-Roch;-Toulouse Matabiau', 'Toulouse Matabiau;-Gallieni - Cancéropôle']","['TER', 'AVE INT', 'INTERCITES', 'TER']","['59.8 km', '314 km', '247 km', '6.9 km']","[2820, 6540, 7920, 540]","['HEAVY_RAIL', 'HEAVY_RAIL', 'LONG_DISTANCE_TRAIN', 'HEAVY_RAIL']"
1710,Saint-Étienne-Toulouse route 4,Saint-Étienne;-Toulouse,"['St-Etienne-Châteaucreux;-Lyon Part Dieu', 'Lyon Part Dieu;-Montpellier Saint-Roch', 'Montpellier Saint-Roch;-Toulouse Matabiau', 'Toulouse Matabiau;-Saint-Agne']","['TER', 'AVE INT', 'INTERCITES', 'TER']","['59.8 km', '314 km', '247 km', '3.9 km']","[2820, 6540, 7920, 240]","['HEAVY_RAIL', 'HEAVY_RAIL', 'LONG_DISTANCE_TRAIN', 'HEAVY_RAIL']"
1711,Saint-Étienne-Toulouse route 5,Saint-Étienne;-Toulouse,"['St-Etienne-Châteaucreux;-Lyon Part Dieu', 'Lyon Part Dieu;-Montpellier Saint-Roch', 'Montpellier Saint-Roch;-Toulouse Matabiau', 'Toulouse Matabiau;-Saint-Agne']","['TER', 'AVE INT', 'INTERCITES', 'TER']","['59.8 km', '314 km', '247 km', '3.9 km']","[2820, 6540, 7920, 240]","['HEAVY_RAIL', 'HEAVY_RAIL', 'LONG_DISTANCE_TRAIN', 'HEAVY_RAIL']"
1712,Saint-Étienne-Toulouse route 6,Saint-Étienne;-Toulouse,"['St-Etienne-Châteaucreux;-Lyon Part Dieu', 'Lyon Part Dieu;-Toulouse Matabiau']","['TER', 'TGV INOUI']","['59.8 km', '561 km']","[2820, 14940]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN']"
1713,Toulouse-Angers route 1,Toulouse;-Angers,['Saint-Agne;-Toulouse Matabiau'],['TER'],['3.9 km'],[240],['HEAVY_RAIL']
1714,Toulouse-Angers route 2,Toulouse;-Angers,['Saint-Agne;-Toulouse Matabiau'],['TER'],['3.9 km'],[240],['HEAVY_RAIL']
1715,Toulouse-Angers route 3,Toulouse;-Angers,"['Toulouse Matabiau;-Gare Montparnasse', 'Gare Montparnasse;-Angers Saint-Laud']","['OUIGO', 'TGV INOUI']","['794 km', '298 km']","[17460, 5700]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
1716,Toulouse-Angers route 4,Toulouse;-Angers,"['Toulouse Matabiau;-Bordeaux Saint-Jean', 'Bordeaux Saint-Jean;-Saint-Pierre-des-Corps', 'Saint-Pierre-des-Corps;-Angers Saint-Laud']","['INTERCITES', 'TGV INOUI', 'TGV INOUI']","['257 km', '328 km', '108 km']","[8760, 8040, 3300]","['LONG_DISTANCE_TRAIN', 'HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
1717,Toulouse-Angers route 5,Toulouse;-Angers,"['Saint-Agne;-Toulouse Matabiau', 'Toulouse Matabiau;-Bordeaux Saint-Jean']","['TER', 'INTERCITES']","['3.9 km', '257 km']","[300, 8880]","['HEAVY_RAIL', 'LONG_DISTANCE_TRAIN']"
1718,Toulouse-Angers route 6,Toulouse;-Angers,[],[],[],[],[]
1719,Toulouse-Auxerre route 1,Toulouse;-Auxerre,"['Toulouse Matabiau;-Gare Montparnasse', ""Paris Bercy Bourgogne - Pays d'Auvergne;-Laroche Migennes"", 'Laroche Migennes;-Auxerre Saint-Gervais']","['TGV INOUI', 'TER', 'TER']","['799 km', '152 km', '19.4 km']","[18060, 5400, 1020]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL', 'HEAVY_RAIL']"
1720,Toulouse-Auxerre route 2,Toulouse;-Auxerre,"['Toulouse Matabiau;-Gare Montparnasse', ""Paris Bercy Bourgogne - Pays d'Auvergne;-Laroche Migennes"", 'Laroche Migennes;-Auxerre Saint-Gervais']","['TGV INOUI', 'TER', 'TER']","['799 km', '152 km', '19.4 km']","[18060, 5400, 1020]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL', 'HEAVY_RAIL']"
1721,Toulouse-Auxerre route 3,Toulouse;-Auxerre,"['Toulouse Matabiau;-Montpellier Saint-Roch', 'Montpellier Saint-Roch;-Gare de Lyon', 'Gare de Lyon;-Gare de Montbard', 'Gare de Montbard;-Laroche Migennes', 'Laroche Migennes;-Auxerre Saint-Gervais']","['INTERCITES', 'TGV INOUI', 'TGV INOUI', 'TER', 'TER']","['247 km', '736 km', '213 km', '88.0 km', '19.4 km']","[8040, 12600, 3720, 2880, 1020]","['LONG_DISTANCE_TRAIN', 'HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL', 'HEAVY_RAIL']"
1722,Toulouse-Auxerre route 4,Toulouse;-Auxerre,"['Toulouse Matabiau;-Montpellier Saint-Roch', 'Montpellier Saint-Roch;-Gare de Lyon', ""Paris Bercy Bourgogne - Pays d'Auvergne;-Laroche Migennes"", 'Laroche Migennes;-Auxerre Saint-Gervais']","['INTERCITES', 'TGV INOUI', 'TER', 'TER']","['247 km', '736 km', '152 km', '19.4 km']","[8040, 12600, 5400, 1020]","['LONG_DISTANCE_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL', 'HEAVY_RAIL']"
1723,Toulouse-Auxerre route 5,Toulouse;-Auxerre,"['Toulouse Matabiau;-Montpellier Saint-Roch', 'Montpellier Saint-Roch;-Gare de Lyon', ""Paris Bercy Bourgogne - Pays d'Auvergne;-Laroche Migennes"", 'Laroche Migennes;-Auxerre Saint-Gervais']","['INTERCITES', 'TGV INOUI', 'TER', 'TER']","['247 km', '736 km', '152 km', '19.4 km']","[8040, 12600, 5400, 1020]","['LONG_DISTANCE_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL', 'HEAVY_RAIL']"
1724,Toulouse-Auxerre route 6,Toulouse;-Auxerre,"['Toulouse Matabiau;-Gare Montparnasse', ""Paris Bercy Bourgogne - Pays d'Auvergne;-Auxerre Saint-Gervais""]","['OUIGO', 'TER']","['794 km', '173 km']","[17460, 5760]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
1725,Toulouse-Brest route 1,Toulouse;-Brest,"['Toulouse Matabiau;-Gare Montparnasse', 'Gare Montparnasse;-Brest Train Station']","['TGV INOUI', 'TGV INOUI']","['799 km', '605 km']","[18060, 13140]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
1726,Toulouse-Brest route 2,Toulouse;-Brest,"['Toulouse Matabiau;-Gare Montparnasse', 'Gare Montparnasse;-Brest Train Station']","['TGV INOUI', 'TGV INOUI']","['799 km', '605 km']","[18060, 13140]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
1727,Toulouse-Brest route 3,Toulouse;-Brest,"['Toulouse Matabiau;-Gare Montparnasse', 'Gare Montparnasse;-Brest Train Station']","['TGV INOUI', 'TGV INOUI']","['799 km', '605 km']","[18060, 13140]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
1728,Toulouse-Brest route 4,Toulouse;-Brest,"['Toulouse Matabiau;-Gare Montparnasse', 'Gare Montparnasse;-Brest Train Station']","['TGV INOUI', 'TGV INOUI']","['799 km', '605 km']","[18060, 13140]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
1729,Toulouse-Brest route 5,Toulouse;-Brest,"['Toulouse Matabiau;-Gare Montparnasse', 'Gare Montparnasse;-Brest Train Station']","['TGV INOUI', 'TGV INOUI']","['799 km', '605 km']","[18060, 13140]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
1730,Toulouse-Brest route 6,Toulouse;-Brest,['Toulouse Matabiau;-Bordeaux Saint-Jean'],['OUIGO'],['257 km'],[9060],['HIGH_SPEED_TRAIN']
1731,Toulouse-Le Havre route 1,Toulouse;-Le Havre,"['Toulouse Matabiau;-Gare Montparnasse', 'Saint-Lazare;-Le Havre']","['TGV INOUI', 'TER']","['799 km', '227 km']","[18060, 8100]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
1732,Toulouse-Le Havre route 2,Toulouse;-Le Havre,"['Toulouse Matabiau;-Gare Montparnasse', 'Saint-Lazare;-Le Havre']","['TGV INOUI', 'TER']","['799 km', '227 km']","[18060, 8100]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
1733,Toulouse-Le Havre route 3,Toulouse;-Le Havre,"['Toulouse Matabiau;-Gare Montparnasse', 'Saint-Lazare;-Le Havre']","['TGV INOUI', 'TER']","['799 km', '227 km']","[18060, 8100]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
1734,Toulouse-Le Havre route 4,Toulouse;-Le Havre,"['Toulouse Matabiau;-Gare Montparnasse', 'Saint-Lazare;-Le Havre']","['TGV INOUI', 'TER']","['799 km', '227 km']","[18060, 8100]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
1735,Toulouse-Le Havre route 5,Toulouse;-Le Havre,"['Toulouse Matabiau;-Gare Montparnasse', 'Saint-Lazare;-Le Havre']","['TGV INOUI', 'TER']","['799 km', '227 km']","[18060, 8100]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
1736,Toulouse-Le Havre route 6,Toulouse;-Le Havre,"['Saint-Agne;-Toulouse Matabiau', 'Saint-Lazare;-Rouen-Rive-Droite', 'Rouen-Rive-Droite;-Le Havre']","['TER', 'TER', 'TER']","['3.9 km', '139 km', '88.6 km']","[300, 5520, 3360]","['HEAVY_RAIL', 'HEAVY_RAIL', 'HEAVY_RAIL']"
1737,Toulouse-Lens route 1,Toulouse;-Lens,"['Saint-Agne;-Toulouse Matabiau', 'Toulouse Matabiau;-Gare Montparnasse', 'Gare du Nord;-Arras', 'Arras;-Lens']","['TER', 'TGV INOUI', 'TGV INOUI', 'TER']","['3.9 km', '799 km', '179 km', '19.1 km']","[240, 18060, 2940, 960]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
1738,Toulouse-Lens route 2,Toulouse;-Lens,"['Toulouse Matabiau;-Gare Montparnasse', 'Gare du Nord;-Arras', 'Arras;-Lens']","['TGV INOUI', 'TGV INOUI', 'TER']","['799 km', '179 km', '19.1 km']","[18060, 2940, 960]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
1739,Toulouse-Lens route 3,Toulouse;-Lens,"['Toulouse Matabiau;-Gare Montparnasse', 'Gare du Nord;-Arras', 'Arras;-Lens']","['TGV INOUI', 'TGV INOUI', 'TER']","['799 km', '179 km', '19.1 km']","[18060, 2940, 960]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
1740,Toulouse-Lens route 4,Toulouse;-Lens,"['Saint-Agne;-Toulouse Matabiau', 'Toulouse Matabiau;-Gare Montparnasse', 'Gare du Nord;-Lens']","['TER', 'TGV INOUI', 'TGV INOUI']","['3.9 km', '799 km', '199 km']","[240, 18060, 4260]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
1741,Toulouse-Lens route 5,Toulouse;-Lens,"['Toulouse Matabiau;-Gare Montparnasse', 'Gare du Nord;-Lens']","['OUIGO', 'TGV INOUI']","['794 km', '199 km']","[17460, 4320]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
1742,Toulouse-Lens route 6,Toulouse;-Lens,"['Toulouse Matabiau;-Gare Montparnasse', 'Gare du Nord;-Lens']","['OUIGO', 'TGV INOUI']","['794 km', '199 km']","[17460, 4320]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
1743,Toulouse-Lille route 1,Toulouse;-Lille,"['Toulouse Matabiau;-Gare Montparnasse', 'Gare du Nord;-Lille Flandres']","['TGV INOUI', 'TGV INOUI']","['799 km', '225 km']","[18060, 3900]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
1744,Toulouse-Lille route 2,Toulouse;-Lille,"['Toulouse Matabiau;-Gare Montparnasse', 'Gare du Nord;-Lille Flandres']","['TGV INOUI', 'TGV INOUI']","['799 km', '225 km']","[18060, 3900]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
1745,Toulouse-Lille route 3,Toulouse;-Lille,"['Toulouse Matabiau;-Bordeaux Saint-Jean', 'Bordeaux Saint-Jean;-Lille Flandres']","['OUIGO', 'OUIGO']","['257 km', '824 km']","[9060, 17460]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
1746,Toulouse-Lille route 4,Toulouse;-Lille,"['Toulouse Matabiau;-Bordeaux Saint-Jean', 'Bordeaux Saint-Jean;-Lille Flandres']","['OUIGO', 'OUIGO']","['257 km', '824 km']","[9060, 17460]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
1747,Toulouse-Lille route 5,Toulouse;-Lille,"['Toulouse Matabiau;-Bordeaux Saint-Jean', 'Bordeaux Saint-Jean;-Lille Flandres']","['OUIGO', 'OUIGO']","['257 km', '824 km']","[9060, 17460]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
1748,Toulouse-Lille route 6,Toulouse;-Lille,"['Toulouse Matabiau;-Bordeaux Saint-Jean', 'Bordeaux Saint-Jean;-Gare Montparnasse', 'Gare du Nord;-Lille Flandres']","['INTERCITES', 'TGV INOUI', 'TGV INOUI']","['257 km', '537 km', '233 km']","[8760, 8040, 4860]","['LONG_DISTANCE_TRAIN', 'HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
1749,Toulouse-Lyon route 1,Toulouse;-Lyon,"['Toulouse Matabiau;-Montpellier Saint-Roch', 'Montpellier Saint-Roch;-Valence TGV Rhône-Alpes Sud', 'Valence TGV Rhône-Alpes Sud;-Lyon Part Dieu']","['INTERCITES', 'TGV INOUI', 'TGV INOUI']","['247 km', '212 km', '102 km']","[8040, 4500, 2160]","['LONG_DISTANCE_TRAIN', 'HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
1750,Toulouse-Lyon route 2,Toulouse;-Lyon,"['Saint-Agne;-Toulouse Matabiau', 'Toulouse Matabiau;-Narbonne', 'Narbonne;-Nîmes Pont du Gard', 'Nîmes Pont du Gard;-Lyon Part Dieu']","['TER', 'TER', 'TER', 'TGV INOUI']","['3.9 km', '150 km', '160 km', '252 km']","[360, 5700, 6600, 4680]","['HEAVY_RAIL', 'HEAVY_RAIL', 'HEAVY_RAIL', 'HIGH_SPEED_TRAIN']"
1751,Toulouse-Lyon route 3,Toulouse;-Lyon,"['Toulouse Matabiau;-Narbonne', 'Narbonne;-Nîmes Pont du Gard', 'Nîmes Pont du Gard;-Lyon Part Dieu']","['TER', 'TER', 'TGV INOUI']","['150 km', '160 km', '252 km']","[5700, 6600, 4680]","['HEAVY_RAIL', 'HEAVY_RAIL', 'HIGH_SPEED_TRAIN']"
1752,Toulouse-Lyon route 4,Toulouse;-Lyon,"['Saint-Agne;-Toulouse Matabiau', 'Toulouse Matabiau;-Narbonne', 'Narbonne;-Lyon Saint-Exupéry TGV']","['TER', 'INTERCITES', 'OUIGO']","['3.9 km', '150 km', '388 km']","[360, 4380, 8940]","['HEAVY_RAIL', 'LONG_DISTANCE_TRAIN', 'HIGH_SPEED_TRAIN']"
